File.Name,Region.of.Interest,Number.of.Root.Tips,Number.of.Branch.Points,Total.Root.Length.mm,Branching.frequency.per.mm,Network.Area.mm2,Average.Diameter.mm,Median.Diameter.mm,Maximum.Diameter.mm,Perimeter.mm,Volume.mm3,Surface.Area.mm2,Computation.Time.s,Root.Length.Diameter.Range.1.mm,Root.Length.Diameter.Range.2.mm,Root.Length.Diameter.Range.3.mm,Projected.Area.Diameter.Range.1.mm2,Projected.Area.Diameter.Range.2.mm2,Projected.Area.Diameter.Range.3.mm2,Surface.Area.Diameter.Range.1.mm2,Surface.Area.Diameter.Range.2.mm2,Surface.Area.Diameter.Range.3.mm2,Volume.Diameter.Range.1.mm3,Volume.Diameter.Range.2.mm3,Volume.Diameter.Range.3.mm3
id676.png,Full,1674,3478,3180.52174,1.093531,1105.195818,0.477826,0.419079,3.081041,4624.764418,783.443713,4807.322642,5.036,3166.697584,13.824156,0,1496.864547,33.031487,0,4703.551166,103.771476,0,720.50046,62.943253,0
id677.png,Full,1544,2108,2595.391418,0.812209,875.452102,0.443475,0.381,2.328718,4017.13967,527.652582,3622.818525,1.373,2593.432932,1.958486,0,1148.895642,4.236359,0,3609.509611,13.308914,0,520.441457,7.211125,0
id678.png,Full,1841,3464,3284.866258,1.054533,1138.394677,0.457536,0.419079,2.302015,4969.326439,697.183476,4746.92515,2.721,3283.216504,1.649754,0,1507.157808,3.499662,0,4735.930638,10.994511,0,691.34503,5.838447,0
id679.png,Full,1604,2150,2577.12819,0.834262,870.181951,0.444936,0.399372,2.158585,3927.768461,508.373371,3617.393347,1.302,2576.536147,0.592044,0,1150.220058,1.228776,0,3613.533035,3.860312,0,506.369366,2.004005,0
id680.png,Full,2133,2727,3254.299858,0.837968,1058.544926,0.416855,0.381,1.86891,5140.555862,561.278073,4284.28525,3.388,3254.299858,0,0,1363.649503,0,0,4284.28525,0,0,561.278073,0,0
id694.png,Full,2061,3430,2296.470142,1.493597,725.4757,0.407478,0.390294,2.168525,3459.368708,427.118437,3017.149719,3.371,2295.089796,1.380346,0,957.212721,2.873644,0,3008.121901,9.027818,0,422.417227,4.701211,0
id695.png,Full,2039,4121,3642.53535,1.131355,1149.617772,0.409284,0.35921,2.244066,5634.54509,650.789514,4729.345359,3.576,3640.652762,1.882587,0,1500.988,3.949316,0,4716.938217,12.407142,0,644.275369,6.514145,0
id696.png,Full,3613,5854,3626.175647,1.614373,1160.781729,0.459653,0.399372,2.804244,5096.345324,937.334448,5341.582,4.6,3589.842084,36.333562,0,1617.722413,82.0169,0,5083.918309,257.663691,0,791.123963,146.210485,0
id698.png,Full,1598,2892,2796.918703,1.033995,944.011553,0.431639,0.399372,2.094538,4374.872066,514.673201,3821.28732,2.185,2795.753655,1.165048,0,1213.755755,2.388386,0,3813.783983,7.503336,0,510.827102,3.846099,0
id699.png,Full,1700,2076,2767.366504,0.750172,941.427329,0.419002,0.381,1.998205,4559.728431,469.501108,3663.034187,2.284,2767.366504,0,0,1165.885823,0,0,3663.034187,0,0,469.501108,0,0
